6.24094	-2.51457	0.076703	-2.94689	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.28774	-2.69796	0.394283	-3.10507	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.33587	-2.85291	0.456653	-3.05399	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.35198	-2.98861	0.343428	-2.95432	6.46536	-3.00452	6.45	-3	0	-2.99754
6.3829	-3.13556	0.371478	-2.94749	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.43524	-3.31417	0.612303	-3.08209	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.48691	-3.4701	0.657229	-3.04026	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.5644	-3.65036	0.965499	-3.1934	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.65438	-3.79337	1.06166	-3.09397	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.71121	-3.94159	0.972281	-2.9755	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.7902	-4.08317	1.03876	-2.90805	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.84396	-4.22785	0.980781	-2.83144	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
6.91176	-4.36778	1.01908	-2.78548	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
6.94342	-4.48648	0.749655	-2.54857	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.00474	-4.59816	0.808411	-2.4683	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.06471	-4.73253	0.905471	-2.50123	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
7.12326	-4.86447	0.927245	-2.48325	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.22257	-5.03518	1.30206	-2.75562	7.3138	-5.05204	7.25	-5	1.81907	-2.72861
7.29968	-5.17576	1.31993	-2.72601	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.35963	-5.31012	1.22486	-2.6358	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
7.43231	-5.45261	1.23762	-2.62714	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.50827	-5.59302	1.24792	-2.60679	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
7.6005	-5.70859	1.31421	-2.52879	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.66354	-5.83377	1.24711	-2.45654	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
7.73414	-5.96398	1.25413	-2.44396	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.84677	-6.12746	1.68327	-2.79375	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
7.93988	-6.2576	1.70774	-2.76649	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.01984	-6.38762	1.52285	-2.58433	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
8.12569	-6.50127	1.58604	-2.50596	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.19456	-6.62114	1.46272	-2.39533	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
8.27006	-6.75357	1.45153	-2.39914	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.34911	-6.88241	1.47316	-2.41026	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
8.44009	-6.99607	1.50468	-2.36109	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
8.50528	-7.1059	1.45733	-2.32114	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
8.5683	-7.23156	1.43086	-2.34831	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
8.67365	-7.38502	1.73344	-2.63052	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
8.75137	-7.5266	1.70851	-2.65797	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
8.80575	-7.63544	1.34459	-2.32892	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
8.87148	-7.76466	1.32584	-2.33538	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
8.94519	-7.89368	1.41462	-2.43068	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
8.99874	-8.02794	1.37011	-2.46781	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
9.03137	-8.1249	1.06115	-2.18443	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
9.0816	-8.2479	1.04155	-2.19458	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
9.15642	-8.3867	1.23615	-2.39863	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
9.19621	-8.52568	1.17762	-2.45246	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
9.23446	-8.63669	0.952532	-2.24119	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
9.2744	-8.76711	0.921019	-2.2631	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
9.40289	-8.97535	1.64807	-3.01322	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
9.4718	-9.13799	1.61182	-3.04645	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
9.50961	-9.2436	1.24323	-2.66723	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
9.5663	-9.37339	1.23274	-2.66153	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
9.60202	-9.48297	1.05138	-2.48527	9.47534	-9.42627	9.55	-9.5	0	-3.00023
9.62063	-9.63069	0.963221	-2.55333	9.54779	-9.64959	9.55	-9.65	0	-3.0002
9.68219	-9.78009	1.07853	-2.69452	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997
9.70921	-9.93015	1.01002	-2.74054	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997
9.73132	-10.0448	0.758001	-2.4717	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969
9.76769	-10.1733	0.749193	-2.45712	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969
9.81198	-10.3066	0.772768	-2.49166	9.92627	-10.4745	9.75	-10.3	0	-3.00065
9.81864	-10.4534	0.688882	-2.5549	9.75524	-10.4732	9.75	-10.45	0	-3.00063
9.86061	-10.6043	0.773651	-2.66379	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451
9.88745	-10.7575	0.734122	-2.68491	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448
9.90487	-10.8808	0.5409	-2.47157	9.88465	-10.9383	9.85	-10.9	0	-2.73074
9.90196	-11.035	0.456635	-2.52556	9.83614	-11.041	9.85	-11.05	0	-2.73073
9.92335	-11.1662	0.473341	-2.56284	9.83952	-11.1692	9.85	-11.2	0	-2.99965
9.91044	-11.3209	0.376033	-2.63638	9.84568	-11.3496	9.85	-11.35	0	-2.99961
9.92702	-11.4594	0.372882	-2.65842	9.87961	-11.5637	9.85	-11.5	0	-2.99843
9.90754	-11.6154	0.273415	-2.72451	9.83206	-11.6307	9.85	-11.65	0	-2.99843
9.87306	-11.6917	-0.153814	-2.19898	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061
9.82596	-11.8257	-0.257182	-2.26747	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059
9.81333	-11.9499	-0.215528	-2.34895	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119
9.74866	-12.1049	-0.359789	-2.45188	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116
9.70973	-12.2028	-0.55911	-2.19957	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981
9.63758	-12.3363	-0.674484	-2.26765	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979
9.56497	-12.399	-0.976639	-1.86409	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805
9.46225	-12.5237	-1.1192	-1.95182	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804
9.39819	-12.6355	-1.12448	-1.96681	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953
9.29765	-12.761	-1.22546	-2.01793	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954
9.18687	-12.7851	-1.6798	-1.34386	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629
9.00841	-12.9052	-1.93123	-1.48971	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627
8.88256	-12.964	-2.06213	-1.30865	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651
8.73348	-13.0493	-2.15548	-1.34922	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651
8.60334	-13.08	-2.35078	-1.03331	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005
8.44085	-13.151	-2.46905	-1.08873	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995
8.27629	-13.1501	-2.73808	-0.601615	8.22926	-13.1698	8.2	-13.15	-2.72741	0
8.09836	-13.1852	-2.80648	-0.614748	8.03583	-13.1513	8.05	-13.15	-2.72742	0
7.92926	-13.188	-2.91539	-0.408516	7.82914	-13.0525	7.9	-13.15	-2.72986	0
7.77256	-13.2002	-2.90238	-0.386251	7.76538	-13.1647	7.75	-13.15	-2.72986	0
7.64228	-13.258	-2.76164	-0.676386	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304
7.48864	-13.2884	-2.79851	-0.674658	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304
7.31519	-13.2762	-2.95659	-0.334892	7.21108	-13.0985	7.3	-13.25	-2.72846	0
7.16086	-13.2813	-2.93037	-0.305448	7.16011	-13.2382	7.15	-13.25	-2.72844	0
6.98517	-13.2129	-3.18782	0.287303	6.88472	-12.9588	7	-13.2	-2.99784	0.999284
6.83843	-13.1857	-3.15016	0.316434	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284
6.66528	-13.1535	-3.19838	0.458403	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275
6.51964	-13.109	-3.11395	0.505681	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284
6.36139	-13.112	-2.99883	0.246447	6.40137	-13.0799	6.4	-13.05	-2.72678	0
6.22454	-13.0829	-2.9211	0.28527	6.26174	-13.0534	6.25	-13.05	-2.72678	0
6.06001	-13.0422	-2.98418	0.474287	6.10143	-13.0076	6.1	-13	-2.72966	0.909888
5.91903	-12.9979	-2.91826	0.516647	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988
5.75019	-12.8787	-3.17965	1.25298	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851
5.61954	-12.7947	-3.09815	1.30179	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852
5.4653	-12.757	-2.9569	0.967772	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995
5.35737	-12.6821	-2.80773	1.02426	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995
5.19572	-12.5704	-2.92944	1.44224	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753
5.07258	-12.4787	-2.82655	1.47571	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175
4.92686	-12.3984	-2.79506	1.45976	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989
4.83799	-12.2922	-2.61772	1.52612	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199
4.70674	-12.1841	-2.65491	1.71666	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929
4.64468	-12.0785	-2.46374	1.77233	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928
4.51762	-11.9566	-2.4788	1.94885	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471
4.48741	-11.8095	-2.18745	2.05198	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247
4.39701	-11.7274	-2.02845	1.7525	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971
4.38976	-11.6001	-1.74542	1.83894	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969
4.28007	-11.389	-2.03713	2.80636	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032
4.2814	-11.2113	-1.75445	2.90636	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321
4.23668	-11.1292	-1.43138	2.20534	4.43713	-11.024	4.45	-11.05	0	1.81614
4.2722	-10.9715	-1.12007	2.30799	4.45136	-10.93	4.45	-10.95	0	1.81612
4.22958	-10.8335	-1.07874	2.36838	4.44745	-10.786	4.45	-10.8	0	2.72555
4.28124	-10.6705	-0.777798	2.46524	4.45788	-10.6457	4.45	-10.65	0	2.72554
4.25954	-10.5377	-0.712284	2.44028	4.46329	-10.5756	4.45	-10.5	0	2.729
4.30665	-10.3736	-0.4774	2.52683	4.44057	-10.3382	4.45	-10.35	0	2.72898
4.30897	-10.244	-0.365836	2.42536	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687
4.38939	-10.0765	-0.0929743	2.52725	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685
4.41013	-9.94046	-0.00809785	2.49138	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927
4.49643	-9.77378	0.22657	2.58281	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926
4.51998	-9.61336	0.24603	2.6577	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578
4.60966	-9.44797	0.448582	2.72659	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576
4.67831	-9.32782	0.664936	2.46642	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952
4.80119	-9.16022	0.897154	2.56851	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951
4.88115	-9.05325	1.09844	2.32872	4.95209	-8.96272	5	-9.05	0.999884	1.99977
4.96984	-8.93048	1.18606	2.3579	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974
5.05345	-8.80673	1.2537	2.31618	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708
5.17474	-8.65598	1.39413	2.39015	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705
5.28223	-8.56186	1.61674	2.1437	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957
5.39255	-8.44058	1.69544	2.18862	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954
5.49486	-8.3317	1.74335	2.12588	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807
5.57161	-8.22666	1.69157	2.09035	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808
5.66619	-8.10614	1.69789	2.10253	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608
5.79138	-7.97284	1.78249	2.15773	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606
5.90478	-7.8608	1.87533	2.07802	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801
6.02486	-7.73842	1.91947	2.10509	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801
6.13431	-7.62596	1.94693	2.07677	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798
6.24265	-7.51843	1.94739	2.06254	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798
6.3596	-7.41451	2.01365	1.9956	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027
6.45873	-7.32274	1.97961	1.94876	6.452	-7.36418	6.45	-7.35	1.82025	1.82025
6.58922	-7.24204	2.2365	1.7295	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908
6.71714	-7.14747	2.27696	1.75749	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908
6.79523	-7.02176	1.95972	2.01122	6.68682	-6.93297	6.8	-7.05	0.908005	1.816
6.88854	-6.92519	1.92046	1.96995	6.86356	-6.94732	6.85	-6.95	0.908	1.81601
7.03449	-6.84607	2.21526	1.72566	7.08741	-6.92602	7	-6.85	2.72856	1.81904
7.15644	-6.75118	2.21565	1.72581	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902
7.25096	-6.64203	1.99776	1.88587	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202
7.35691	-6.54552	1.98648	1.86689	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018
7.52773	-6.49519	2.53066	1.47295	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884
7.65062	-6.43371	2.51769	1.44194	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884
7.77161	-6.35233	2.42226	1.48127	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549
7.88277	-6.30264	2.36154	1.39191	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545
8.00945	-6.22921	2.33694	1.39504	8.03231	-6.28406	8	-6.25	2.72931	1.81954
8.13846	-6.15051	2.33895	1.40031	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952
8.22409	-6.06144	2.09362	1.56063	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976
8.33411	-5.9714	2.10961	1.5929	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976
8.50078	-5.90427	2.50148	1.37507	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326
8.63984	-5.83759	2.50152	1.35382	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321
8.73378	-5.74315	2.14506	1.55227	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775
8.85386	-5.65259	2.1512	1.56625	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773
8.9482	-5.56849	2.02287	1.63479	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656
9.05284	-5.47589	2.03348	1.6634	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655
9.21069	-5.39832	2.44529	1.46998	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094
9.34372	-5.32067	2.44124	1.46116	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909
9.4258	-5.22384	2.03816	1.63812	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815
9.5414	-5.13176	2.04595	1.64483	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813
9.63723	-5.04225	1.88616	1.69799	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036
9.74625	-4.94126	1.89941	1.7203	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037
9.83739	-4.84212	1.76634	1.77632	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577
9.9394	-4.7422	1.77643	1.78384	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575
10.0175	-4.63081	1.61793	1.86529	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306
10.1204	-4.4976	1.65409	1.95123	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306
10.2065	-4.37769	1.60698	1.99924	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652
10.3174	-4.22425	1.66229	2.12226	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265
10.4495	-4.11136	1.93475	2.05582	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792
10.5569	-3.97979	1.94084	2.10494	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179
10.6554	-3.86061	1.85706	2.13469	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904
10.7579	-3.74551	1.85725	2.12883	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903
10.7994	-3.61923	1.37298	2.24838	10.795	-3.60617	10.8	-3.6	0.909773	2.72931
10.8727	-3.48419	1.37104	2.27817	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928
10.9815	-3.36907	1.6968	2.22355	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928
11.0681	-3.22143	1.70701	2.32159	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925
11.1068	-3.08096	1.24923	2.42898	11.1178	-2.98807	11.1	-3	0.907725	2.72317
11.1739	-2.91802	1.2504	2.5068	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314
11.2213	-2.77153	1.09536	2.55048	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678
11.28	-2.60254	1.09592	2.62752	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678
11.2112	-2.44973	0.0745657	2.7696	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782
11.2069	-2.28368	0.0600949	2.80469	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782
11.3202	-2.12614	0.989785	2.71715	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871
11.3713	-1.97018	0.984138	2.73431	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869
11.3709	-1.82061	0.562941	2.76503	11.3011	-1.79507	11.35	-1.8	0	2.73035
11.3893	-1.67151	0.539805	2.75463	11.3326	-1.67041	11.35	-1.65	0	2.73033
11.3226	-1.53179	-0.144077	2.7993	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748
11.3065	-1.38018	-0.15946	2.829	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745
11.2543	-1.22979	-0.489296	2.8291	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964
11.2128	-1.10845	-0.516097	2.73286	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964
11.0862	-0.976914	-1.27658	2.74153	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632
11.013	-0.798252	-1.29356	2.85399	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632
10.9631	-0.63977	-1.08379	2.85409	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171
10.8962	-0.510311	-1.09575	2.77704	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708
10.7911	-0.372989	-1.48526	2.73357	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738
10.6996	-0.271585	-1.50002	2.59723	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738
10.5219	-0.155886	-2.28463	2.51026	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864
10.3875	-0.0699113	-2.29631	2.36557	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864
10.162	0.0259135	-3.22624	2.24696	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826
10.0156	0.0709471	-3.16194	2.03218	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818
9.87684	0.165608	-2.89016	1.99299	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169
9.74488	0.180569	-2.8317	1.73232	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161
9.59679	0.249221	-2.7848	1.65853	9.63973	0.0585714	9.7	0.0500011	-2.72439	0
9.46539	0.222358	-2.73298	1.3305	9.54669	0.0374948	9.55	0.0500011	-2.72438	0
9.31164	0.270945	-2.7695	1.25957	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923
9.17676	0.267597	-2.7313	1.05744	9.24446	0.153574	9.25	0.15	-2.7277	0.909222
9.02826	0.308344	-2.73082	1.0079	9.0614	0.20077	9.1	0.2	-2.72652	0.908843
8.89163	0.323526	-2.70276	0.895531	8.94752	0.260272	8.95	0.25	-2.72653	0.908843
8.79996	0.359152	-2.26694	0.873467	8.90199	0.247143	8.85	0.25	-1.81847	0
8.69215	0.351993	-2.23167	0.718599	8.76016	0.263752	8.75	0.25	-1.81846	0
8.48004	0.364313	-2.97167	0.612059	8.46355	0.258809	8.55	0.25	-3.6326	0
8.32488	0.34304	-2.95181	0.456905	8.35367	0.252596	8.35	0.25	-3.6326	0
8.17406	0.349356	-2.82076	0.407997	8.05161	0.241868	8.2	0.25	-2.72841	0
8.02669	0.325477	-2.80333	0.276683	8.05411	0.247878	8.05	0.25	-2.72842	0
7.88285	0.318825	-2.69072	0.217661	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025
7.73842	0.262356	-2.67982	0.0224655	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016
7.5976	0.233464	-2.69142	-0.0653297	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554
7.45214	0.163122	-2.68424	-0.256833	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554
7.28733	0.131513	-2.89662	-0.313705	7.15329	0.0425189	7.3	0.0500011	-2.99789	0
7.14697	0.0856587	-2.88813	-0.400782	7.16618	0.0287673	7.15	0.0500011	-2.9979	0
6.89495	0.047684	-3.75922	-0.4494	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813
6.73457	-0.0366612	-3.67606	-0.622246	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811
6.65623	-0.119781	-2.69587	-0.778956	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646
6.55208	-0.224391	-2.61793	-0.959024	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645
6.48523	-0.324769	-2.05861	-1.12107	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819
6.4012	-0.445427	-2.0115	-1.29414	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898
6.38354	-0.58641	-1.28615	-1.55167	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914
