px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.1052	-3.21653	-3.19766	-2.15359	0.28624	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.354755
11.1362	-3.0399	-2.62802	-2.06994	0.369427	11.1178	-2.98807	11.1	-3	0.907725	2.72317	19.6944
11.1982	-2.90868	-2.63701	-2.04717	0.371047	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.240337
11.2528	-2.73567	-2.70099	-1.99866	0.404856	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	3.8829
11.3072	-2.59633	-2.71231	-1.97402	0.406467	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.236375
11.2191	-2.44594	-1.54083	-1.81202	0.58442	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	114.629
11.2308	-2.35518	-1.58502	-1.77631	0.58698	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.722616
11.3267	-2.17235	-2.26175	-1.80649	0.502488	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	85.0896
11.3539	-2.04384	-2.31319	-1.77809	0.503108	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.356376
11.3713	-1.83579	-2.8029	-1.72348	0.537282	11.3011	-1.79507	11.35	-1.8	0	2.73035	6.00592
11.3871	-1.68225	-2.80348	-1.69196	0.538616	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.151792
11.3184	-1.48956	-3.1354	-1.568	0.659803	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	36.3809
11.3105	-1.33445	-3.11876	-1.53325	0.660938	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.153541
11.247	-1.21178	-3.01825	-1.44418	0.726519	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	12.5349
11.2169	-1.05567	-2.9582	-1.4014	0.728782	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.703481
11.0833	-0.894432	-3.88816	-1.26974	0.847882	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	55.9773
11.0161	-0.710878	-3.88047	-1.22509	0.849403	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.177627
10.9746	-0.637546	-2.77587	-1.18018	0.843057	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	9.48646
10.9091	-0.500787	-2.75543	-1.13151	0.844879	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.224135
10.8072	-0.391341	-3.16473	-1.05058	0.887262	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	10.5438
10.7118	-0.247492	-3.13627	-0.998226	0.890297	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.627934
10.5392	-0.15831	-4.01144	-0.875255	0.980435	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	37.6094
10.389	0.000135728	-3.97537	-0.816908	0.98476	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	1.16186
10.3038	-0.00944106	-2.51595	-0.722396	1.02959	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	22.7403
10.1936	0.074313	-2.49459	-0.662291	1.0329	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.771174
10.0501	0.0871432	-2.8564	-0.55238	1.09394	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	19.4968
9.90871	0.161566	-2.84694	-0.488564	1.09727	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0.864318
9.75891	0.146709	-2.80835	-0.368972	1.1649	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	18.3165
9.60632	0.193655	-2.80375	-0.300365	1.16898	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	1.28873
9.44875	0.177464	-2.78276	-0.189987	1.22137	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	9.84966
9.29219	0.200047	-2.78869	-0.120869	1.22283	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.211472
9.14125	0.207904	-2.71895	-0.0489159	1.22787	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.181703
8.98757	0.210937	-2.7268	0.0183629	1.22696	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.188596
8.89403	0.222766	-1.9645	0.0677403	1.2062	8.90199	0.247143	8.85	0.25	-1.81847	0	6.04442
8.78426	0.212626	-1.96828	0.13345	1.20517	8.76016	0.263752	8.75	0.25	-1.81846	0	0.146181
8.58512	0.217451	-3.42733	0.16314	1.16311	8.46355	0.258809	8.55	0.25	-3.6326	0	22.7238
8.39591	0.181853	-3.43288	0.226115	1.16136	8.35367	0.252596	8.35	0.25	-3.6326	0	0.312669
8.26382	0.194585	-2.79672	0.239888	1.10174	8.05161	0.241868	8.2	0.25	-2.72841	0	12.3582
8.11016	0.154855	-2.80207	0.298854	1.09926	8.05411	0.247878	8.05	0.25	-2.72842	0	0.543444
7.98126	0.159316	-2.65591	0.310636	1.04025	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	9.81242
7.83357	0.110568	-2.67004	0.366984	1.03852	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.451025
7.69147	0.07275	-2.88513	0.402145	1.01153	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	2.72899
7.53821	0.00680339	-2.89674	0.456384	1.0095	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.418711
7.39064	-0.0119376	-3.26951	0.452802	0.939479	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	16.6479
7.23793	-0.0853019	-3.27033	0.497336	0.936118	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.838934
7.15905	-0.0922388	-2.13159	0.512898	0.889336	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	18.135
7.04815	-0.152517	-2.14566	0.560258	0.887457	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.435412
6.93598	-0.238876	-2.2872	0.621144	0.903593	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	1.3644
6.82836	-0.315388	-2.30083	0.669957	0.902652	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.245633
6.72383	-0.428935	-2.33246	0.743583	0.935602	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	4.49056
6.62337	-0.519125	-2.35043	0.793695	0.934398	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.3963
6.54862	-0.685607	-1.9318	0.918512	1.03834	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	43.2012
6.48333	-0.775468	-1.96873	0.976526	1.03987	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	1.29899
6.37802	-1.02605	-2.95792	1.09979	1.13994	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	53.6818
6.31797	-1.16248	-2.9799	1.15876	1.14216	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.481215
6.26121	-1.3287	-3.18449	1.22644	1.15681	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	1.11839
6.21494	-1.47868	-3.16671	1.28503	1.15744	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.18265
6.25011	-1.62591	-2.99548	1.40325	1.24031	6.24787	-1.61119	6.25	-1.6	0	-2.99288	20.2436
6.22986	-1.77386	-2.98827	1.46546	1.24036	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.0207935
6.29355	-1.92554	-3.14373	1.59025	1.31493	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	22.3639
6.30618	-2.09706	-3.12836	1.66385	1.31617	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.171539
6.31891	-2.19308	-2.29829	1.73059	1.30671	6.53066	-2.26346	6.35	-2.2	0	-2.72782	5.67157
6.34597	-2.31828	-2.30356	1.80322	1.30717	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0467141
6.33742	-2.49985	-2.42911	1.83265	1.25599	6.27034	-2.51837	6.35	-2.55	0	-3.63689	13.4193
6.37621	-2.63017	-2.45036	1.90074	1.25471	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.540063
6.40236	-2.84785	-3.10173	1.92882	1.20721	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	13.2432
6.46649	-3.00659	-3.11108	1.99431	1.20617	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.177395
6.49603	-3.16677	-2.78785	2.02302	1.16179	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	7.06886
6.56589	-3.30286	-2.79281	2.08595	1.16079	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.111401
6.61039	-3.44884	-2.58065	2.11605	1.12107	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	5.93615
6.6866	-3.56902	-2.58859	2.17644	1.11961	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0.29719
6.72143	-3.74064	-2.67965	2.17195	1.04347	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	20.3533
6.80683	-3.8613	-2.68939	2.22745	1.04131	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	0.626207
6.82998	-4.02099	-2.49988	2.20774	0.952236	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	27.0481
6.91451	-4.13199	-2.51184	2.25821	0.949798	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	0.825274
6.9889	-4.32225	-3.18642	2.24638	0.875329	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	22.8614
7.10092	-4.45823	-3.19438	2.29264	0.873011	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	0.575658
7.13597	-4.61402	-2.70247	2.26516	0.783245	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	25.1936
7.23019	-4.72758	-2.70928	2.30518	0.779814	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	1.1526
7.25346	-4.86501	-2.39646	2.27167	0.693155	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	25.7004
7.32964	-4.95597	-2.39945	2.30424	0.690808	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0.632569
7.41127	-5.12888	-3.37615	2.2859	0.628598	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	24.2676
7.52096	-5.25541	-3.37836	2.31506	0.625918	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0.718213
7.54625	-5.37841	-2.18258	2.28693	0.548159	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	30.7488
7.62513	-5.4697	-2.18785	2.31501	0.54558	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0.642755
7.69693	-5.63636	-2.95271	2.28828	0.477893	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	22.6622
7.80567	-5.7598	-2.95911	2.31298	0.475836	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.387479
7.83315	-5.87989	-2.01632	2.28	0.402756	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	24.3888
7.90617	-5.96543	-2.02181	2.30052	0.400717	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.387576
7.99371	-6.12548	-2.91847	2.28227	0.352936	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	15.2704
8.1011	-6.2501	-2.92843	2.29959	0.350248	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0.648002
8.18962	-6.41575	-3.10729	2.27556	0.297654	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	9.52545
8.30205	-6.54875	-3.11579	2.28974	0.294862	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0.558254
8.33516	-6.67259	-2.15586	2.25306	0.229886	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	19.7914
8.40681	-6.76462	-2.15643	2.26321	0.22697	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0.624394
8.45506	-6.92251	-2.52998	2.21725	0.158046	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	18.7697
8.5373	-7.03612	-2.53664	2.22278	0.154279	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	1.04366
8.61629	-7.21506	-3.14055	2.18902	0.104749	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	11.993
8.71725	-7.36009	-3.15122	2.19216	0.101524	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0.707838
8.74871	-7.49489	-2.25352	2.14914	0.0425203	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	17.286
8.81483	-7.59931	-2.25556	2.15001	0.0408106	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.180701
8.89725	-7.77001	-3.13306	2.13107	0.0164943	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	8.34197
8.98785	-7.91668	-3.13572	2.13086	0.0151768	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.0999575
9.04382	-8.07752	-3.06582	2.09781	-0.0250736	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	5.69057
9.1175	-8.20973	-3.06589	2.09479	-0.0270988	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.230342
9.14114	-8.3258	-2.04464	2.06079	-0.0665456	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	14.0086
9.19121	-8.4248	-2.04486	2.05573	-0.068106	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.148865
9.25188	-8.57587	-2.68018	2.03784	-0.0841316	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	4.15181
9.31535	-8.7085	-2.68405	2.03115	-0.0864891	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.318762
9.359	-8.87343	-2.7922	1.99715	-0.120138	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	4.42111
9.41797	-9.01277	-2.79307	1.98837	-0.122565	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.302074
9.46073	-9.17621	-3.04839	1.95952	-0.148527	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	3.07264
9.51505	-9.31879	-3.05353	1.94969	-0.151269	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.354477
9.5547	-9.47894	-2.89239	1.92327	-0.172415	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	1.7228
9.6056	-9.62783	-2.89361	1.91207	-0.174303	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.157823
9.64162	-9.78294	-3.01511	1.88954	-0.190006	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	1.03669
9.68439	-9.92525	-3.01585	1.87822	-0.191981	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.182649
9.71273	-10.0483	-2.64429	1.86131	-0.200754	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	1.72998
9.74891	-10.1734	-2.64021	1.85142	-0.200486	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0264919
9.76919	-10.2893	-2.13354	1.83011	-0.212765	9.77731	-10.3295	9.75	-10.3	0	-2.72851	2.84807
9.79797	-10.4053	-2.14147	1.8171	-0.214302	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.141752
9.82842	-10.5869	-2.89903	1.79302	-0.227536	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	5.50374
9.86214	-10.7431	-2.90089	1.78007	-0.228018	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0112842
9.86295	-10.8755	-2.49636	1.74605	-0.254343	9.84397	-10.9287	9.85	-10.9	0	-3.00318	3.8418
9.88372	-11.0017	-2.50543	1.73212	-0.25582	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.14828
9.88841	-11.1509	-2.74566	1.70505	-0.271225	9.74773	-11.0482	9.85	-11.2	0	-3.00013	1.83233
9.90392	-11.2906	-2.75818	1.68912	-0.273931	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.367591
9.89014	-11.4667	-2.99583	1.64755	-0.304587	9.79495	-11.4686	9.85	-11.5	0	-2.99592	4.40916
9.89739	-11.617	-3.00274	1.63018	-0.306869	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.19731
9.85925	-11.708	-1.62526	1.57624	-0.351339	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	22.4341
9.85329	-11.7991	-1.64139	1.55309	-0.355352	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.64519
9.80487	-11.9655	-2.10072	1.49142	-0.400783	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	10.9197
9.78708	-12.0824	-2.12145	1.46444	-0.405819	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	1.12843
9.71592	-12.2636	-2.41106	1.3942	-0.456891	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	12.9633
9.68379	-12.3965	-2.43706	1.36421	-0.461885	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.994777
9.58227	-12.5115	-1.59233	1.26469	-0.545148	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	29.0118
9.54335	-12.5961	-1.63111	1.22785	-0.551998	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	1.73503
9.42576	-12.6847	-0.856129	1.10988	-0.650757	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	51.552
9.38502	-12.7275	-0.941207	1.06516	-0.662587	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	6.52281
9.23321	-12.8662	-0.96193	0.933624	-0.762627	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	64.7438
9.17866	-12.9118	-1.06648	0.880881	-0.772484	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	5.50237
8.9811	-13.0957	-1.93798	0.763896	-0.851365	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	44.4685
8.87561	-13.167	-2.06625	0.705857	-0.861355	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	5.02957
8.59638	-13.2276	-2.31401	0.437823	-1.11929	8.27267	-12.996	8.4	-13.15	-2.99683	0	142.401
8.46911	-13.2639	-2.3974	0.37275	-1.12665	8.25965	-13.1488	8.25	-13.15	-2.9968	0	2.78567
8.28372	-13.3473	-2.71267	0.320679	-1.11348	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	5.06387
8.12374	-13.3783	-2.76784	0.252752	-1.11812	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	2.13058
7.89614	-13.4273	-3.40765	0.179152	-1.13325	7.86599	-13.4154	7.8	-13.25	-2.7295	0	3.33433
7.70327	-13.4361	-3.39859	0.107797	-1.13995	7.62489	-13.249	7.65	-13.25	-2.7295	0	2.015
7.56939	-13.4363	-3.11773	0.0462314	-1.14307	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.902904
7.40733	-13.4218	-3.10812	-0.0186841	-1.14838	7.3419	-13.2474	7.35	-13.25	-2.99994	0	1.69552
7.23982	-13.3721	-3.44288	-0.114642	-1.18256	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	5.58118
7.0513	-13.3279	-3.42251	-0.187674	-1.18841	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	1.36811
6.91487	-13.2879	-2.85455	-0.254958	-1.18741	6.79473	-13.0433	6.85	-13.15	-3.63709	0	3.18135
6.75541	-13.235	-2.88227	-0.321965	-1.18752	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0.799693
6.57782	-13.1989	-3.12018	-0.363857	-1.17067	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	1.5544
6.42732	-13.1295	-3.13624	-0.425051	-1.17174	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0.663915
6.33974	-13.1302	-1.53174	-0.456791	-1.13437	6.27012	-13.1139	6.25	-13.05	-1.81729	0	28.0845
6.25747	-13.0849	-1.55764	-0.519094	-1.13306	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.679024
6.07338	-13.0096	-2.88429	-0.559363	-1.11167	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	14.4008
5.93569	-12.9129	-2.90366	-0.622214	-1.11209	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.507598
5.80302	-12.8592	-2.58703	-0.647982	-1.08057	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	4.99313
5.69395	-12.7727	-2.6106	-0.700782	-1.07814	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0.989315
5.56509	-12.737	-2.14076	-0.706963	-1.0277	5.45236	-12.7392	5.45	-12.7	-2.00001	1	13.2928
5.47907	-12.6606	-2.15921	-0.757077	-1.02545	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.732385
5.34481	-12.5768	-2.6814	-0.780113	-0.996384	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	6.03381
5.24586	-12.4737	-2.69854	-0.829454	-0.994768	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.624321
5.1214	-12.3878	-2.6194	-0.851904	-0.961483	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	4.20874
5.02513	-12.2724	-2.63353	-0.904062	-0.960044	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.348554
4.89956	-12.1286	-3.48532	-0.9417	-0.949939	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	6.47617
4.79776	-11.9819	-3.49304	-0.988929	-0.949143	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.134442
4.7194	-11.8937	-2.54619	-1.01776	-0.92809	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	10.0359
4.65382	-11.7807	-2.55103	-1.06465	-0.928223	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0522569
4.5771	-11.6312	-3.17943	-1.11327	-0.930637	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	3.78869
4.51173	-11.4853	-3.17917	-1.16164	-0.932489	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.1716
4.47301	-11.3208	-3.21412	-1.23025	-0.955977	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.90234
4.42391	-11.1667	-3.21568	-1.27923	-0.95724	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.0875941
4.40995	-11.0613	-2.08137	-1.34233	-0.969387	4.43672	-11.0976	4.45	-11.05	0	1.8168	11.3803
4.38881	-10.9504	-2.07914	-1.39664	-0.970609	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.11192
4.3882	-10.7863	-2.75781	-1.46828	-0.995337	4.40556	-10.7068	4.45	-10.8	0	3.00139	6.642
4.38026	-10.6517	-2.75504	-1.51941	-0.997165	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.263602
4.40382	-10.5502	-1.99324	-1.59382	-1.02589	4.44716	-10.5583	4.45	-10.55	0	2.00041	8.09948
4.40983	-10.4508	-1.99532	-1.646	-1.02694	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.0843206
4.44318	-10.2989	-2.52249	-1.71872	-1.05047	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	5.26466
4.467	-10.1727	-2.53224	-1.77318	-1.05265	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.40893
4.52182	-9.98532	-3.12909	-1.84428	-1.06684	4.56608	-10.005	4.55	-10	0	2.72717	4.28332
4.57301	-9.82272	-3.12404	-1.90267	-1.06651	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0250982
4.63271	-9.68263	-2.80325	-1.96826	-1.07592	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	1.04374
4.69839	-9.54257	-2.81142	-2.02857	-1.07733	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.0981361
4.7837	-9.34968	-3.72644	-2.07042	-1.0601	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	8.7065
4.87666	-9.19263	-3.71098	-2.12316	-1.05965	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.158867
4.95686	-9.12389	-2.69423	-2.20028	-1.09467	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	13.363
5.03851	-9.01814	-2.68775	-2.25478	-1.09435	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.018797
5.10289	-8.85021	-3.65621	-2.25015	-1.01213	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	41.1569
5.21705	-8.71141	-3.62895	-2.2992	-1.01031	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.287863
5.28026	-8.64755	-2.81559	-2.35138	-1.00674	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	7.12732
5.39068	-8.54263	-2.79797	-2.40662	-1.00648	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0641811
5.44567	-8.38245	-3.17714	-2.38487	-0.904947	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	49.2938
5.56163	-8.27383	-3.17474	-2.42913	-0.904129	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.0487195
5.66013	-8.17214	-3.07025	-2.46257	-0.888205	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	1.17677
5.77898	-8.07587	-3.06392	-2.50581	-0.887269	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.0807365
5.80682	-7.95374	-2.55097	-2.4788	-0.786782	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	40.9727
5.90498	-7.87687	-2.52821	-2.51738	-0.786273	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.145756
5.97306	-7.77868	-2.32162	-2.52074	-0.736376	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	13.9125
6.06604	-7.70755	-2.32866	-2.55566	-0.734951	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.207908
6.16853	-7.59581	-2.26115	-2.56096	-0.687304	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	12.9006
6.27023	-7.52351	-2.26854	-2.59628	-0.685493	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.288795
6.42873	-7.41466	-2.82888	-2.624	-0.678985	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	3.87138
6.55145	-7.33978	-2.85183	-2.65532	-0.676806	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.393687
6.68349	-7.25696	-2.74699	-2.67978	-0.660475	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.993447
6.81396	-7.18834	-2.7314	-2.71414	-0.65936	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.269986
6.85589	-7.10639	-1.68842	-2.69408	-0.591729	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	26.1377
6.93176	-7.06422	-1.71444	-2.72071	-0.589196	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.525058
7.10731	-6.95292	-2.39874	-2.72316	-0.554333	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	10.2802
7.22644	-6.89057	-2.43436	-2.74862	-0.550148	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	1.30032
7.33473	-6.75687	-1.76051	-2.69733	-0.452458	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	39.992
7.42198	-6.70688	-1.80079	-2.71749	-0.448351	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	1.257
7.57054	-6.60129	-2.17703	-2.70616	-0.408081	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	8.75538
7.67585	-6.54618	-2.1847	-2.7255	-0.405734	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.340562
7.85293	-6.46639	-2.88993	-2.74671	-0.405975	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	3.88713
