px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.99427	-6.40171	-2.88536	-2.76605	-0.403947	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.294588
8.05664	-6.30506	-1.9183	-2.72068	-0.328613	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	22.5153
8.14003	-6.2589	-1.93388	-2.73279	-0.325268	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.642118
8.30078	-6.13535	-2.39852	-2.70075	-0.27123	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	12.7101
8.42039	-6.07444	-2.42361	-2.71251	-0.268384	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.54285
8.54098	-5.97222	-2.37413	-2.68305	-0.221202	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	7.59777
8.64514	-5.91532	-2.38671	-2.69125	-0.218908	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.313054
8.80539	-5.81491	-2.91224	-2.68121	-0.19675	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	4.58776
8.93412	-5.74511	-2.93051	-2.68772	-0.193913	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.47009
9.03945	-5.619	-2.38791	-2.63005	-0.116586	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	20.8631
9.14218	-5.55501	-2.40859	-2.63264	-0.113763	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.49758
9.25334	-5.42539	-2.16025	-2.58314	-0.0518392	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	14.7406
9.35136	-5.35554	-2.18356	-2.58217	-0.0486719	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.670631
9.46654	-5.22242	-2.15802	-2.53473	0.00667913	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	12.2659
9.56009	-5.14877	-2.17524	-2.53098	0.00935039	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.502472
9.68686	-5.06138	-2.6698	-2.53344	0.00456903	9.62802	-5.02338	9.65	-5	1.99604	0.998028	2.30728
9.79192	-4.98195	-2.66861	-2.53128	0.00582908	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.159721
9.86919	-4.88839	-2.05794	-2.49737	0.0457931	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	7.87851
9.95737	-4.817	-2.06824	-2.49296	0.0473309	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.148037
10.0495	-4.68748	-1.88783	-2.44135	0.103313	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	13.2531
10.1273	-4.61178	-1.92975	-2.43118	0.10738	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	1.18162
10.2555	-4.4441	-2.4203	-2.38001	0.156955	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	12.3128
10.35	-4.34685	-2.4441	-2.36874	0.159309	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.358163
10.4584	-4.18527	-2.6689	-2.3164	0.209824	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	9.13802
10.5474	-4.0799	-2.70524	-2.30249	0.213035	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.674586
10.6924	-3.90338	-3.43866	-2.28155	0.222981	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	5.97071
10.7978	-3.77022	-3.43497	-2.26831	0.224276	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.190479
10.7923	-3.63373	-2.23221	-2.1673	0.332989	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	39.5375
10.8535	-3.53453	-2.26849	-2.148	0.33554	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.471508
10.9807	-3.37582	-3.24691	-2.15252	0.307099	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	16.4944
11.0672	-3.24014	-3.23934	-2.13703	0.307041	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.0195063
11.0771	-3.1135	-2.4555	-2.06449	0.378218	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	19.0202
11.1358	-3.00106	-2.48174	-2.04478	0.379217	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.175124
11.1259	-2.84505	-1.82583	-1.94307	0.480805	11.1386	-2.78926	11.15	-2.8	0	2.73104	50.0455
11.1591	-2.74422	-1.8684	-1.91449	0.482661	11.141	-2.65084	11.15	-2.65	0	2.73102	0.432506
11.1725	-2.59236	-1.96097	-1.84454	0.537299	11.1042	-2.54354	11.15	-2.55	0	1.81785	17.0245
11.1958	-2.48594	-1.9683	-1.81334	0.53836	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.138184
11.3037	-2.31191	-2.68644	-1.86352	0.43786	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	60.3722
11.3427	-2.17332	-2.75537	-1.84109	0.438368	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.719998
11.3576	-1.96131	-3.02565	-1.77318	0.493201	11.3117	-1.92025	11.35	-1.95	0	1.81854	9.31376
11.3855	-1.8032	-2.98402	-1.74551	0.493366	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.251453
11.3887	-1.68297	-2.68573	-1.70245	0.51348	11.4185	-1.70062	11.35	-1.7	0	2.72762	1.95187
11.4017	-1.53596	-2.68361	-1.67269	0.514428	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0988667
11.3232	-1.38481	-2.75318	-1.55156	0.630587	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	46.2266
11.3111	-1.23397	-2.74475	-1.51454	0.632052	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.230058
11.1969	-1.05949	-3.48159	-1.38063	0.75719	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	58.7991
11.1478	-0.876061	-3.45295	-1.33533	0.75982	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.54953
11.0707	-0.764843	-3.34942	-1.262	0.803143	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	6.57144
11.0102	-0.608306	-3.33548	-1.21918	0.805007	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.266498
10.8846	-0.453156	-4.00391	-1.12812	0.869183	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	19.214
10.7907	-0.278852	-3.97473	-1.08182	0.871697	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.421518
10.6926	-0.23687	-3.08134	-0.99197	0.91937	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	13.8716
10.5921	-0.105812	-3.03042	-0.93696	0.923654	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	1.30972
10.44	-0.0574322	-3.6933	-0.824311	1.0048	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	36.7547
10.3056	0.0700815	-3.6726	-0.770348	1.0081	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.799859
10.2153	0.0259567	-2.42259	-0.66203	1.0734	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	30.2717
10.11	0.0931881	-2.40676	-0.603811	1.07715	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	1.26792
9.97311	0.0936965	-2.76941	-0.491664	1.13938	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	23.4461
9.82865	0.158216	-2.76894	-0.425254	1.14242	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0.896714
9.67131	0.158603	-3.07586	-0.321538	1.19612	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	14.1166
9.51763	0.201526	-3.0806	-0.259408	1.19775	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.29682
9.41041	0.195147	-2.05615	-0.171521	1.22206	9.22819	0.16178	9.35	0.15	-1.81963	0	10.87
9.29314	0.209109	-2.06156	-0.10219	1.2238	9.24456	0.139817	9.25	0.15	-1.81962	0	0.334843
9.13657	0.217054	-2.84185	-0.036086	1.2293	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	5.50204
8.9917	0.218263	-2.84663	0.0252267	1.22875	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.088895
8.85042	0.230934	-2.89779	0.066138	1.205	8.84168	0.257617	8.8	0.25	-2.99995	0	1.83748
8.70166	0.217194	-2.90461	0.126408	1.20445	8.65606	0.24536	8.65	0.25	-2.99994	0	0.137223
8.56343	0.219965	-2.86534	0.161553	1.17465	8.43549	0.247188	8.5	0.25	-2.99323	0	2.81441
8.41528	0.193161	-2.87527	0.219913	1.17323	8.34184	0.250769	8.35	0.25	-2.9932	0	0.411956
8.28568	0.197709	-2.66911	0.244122	1.12589	8.27073	0.243988	8.2	0.25	-2.73233	0	6.88947
8.13527	0.158927	-2.68145	0.3044	1.12316	8.03847	0.260731	8.05	0.25	-2.73234	0	0.922289
8.00434	0.1557	-2.90737	0.317341	1.07137	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	8.9583
7.85517	0.106491	-2.92399	0.369879	1.06928	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.808722
7.70712	0.0944193	-3.21323	0.375313	1.00925	7.46173	0.143776	7.6	0.15	-2.99599	0	12.9512
7.54987	0.033065	-3.21954	0.423503	1.00582	7.45455	0.149294	7.45	0.15	-2.99596	0	1.05014
7.46943	0.0404106	-2.07234	0.434342	0.949741	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	21.5714
7.35818	-0.00973692	-2.08164	0.484784	0.947259	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0.59351
7.20961	-0.0701006	-2.98652	0.515733	0.919625	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	10.5145
7.05559	-0.155047	-3.00503	0.56419	0.916894	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.780264
7.00571	-0.23323	-1.59757	0.651996	0.969658	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	23.8014
6.92877	-0.289556	-1.61626	0.704323	0.968781	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.450644
6.7432	-0.447394	-3.75955	0.753324	0.9684	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	41.4586
6.60338	-0.578681	-3.76103	0.799986	0.966305	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.231501
6.55605	-0.708792	-2.43801	0.907232	1.04724	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	28.0092
6.47481	-0.81742	-2.44732	0.96469	1.04731	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0733898
6.42417	-0.968133	-2.33511	1.06082	1.11029	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	15.962
6.36931	-1.074	-2.35778	1.11699	1.11115	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.365675
6.28334	-1.28377	-3.11851	1.19346	1.13323	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	7.80323
6.22566	-1.44547	-3.12103	1.25604	1.13346	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.00411531
6.3237	-1.61369	-2.82635	1.43457	1.2971	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	78.3392
6.311	-1.76786	-2.8187	1.50682	1.29798	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.0671315
6.32006	-1.89194	-2.72165	1.58042	1.3094	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.784912
6.32868	-2.02898	-2.72376	1.64702	1.3102	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.0474988
6.32527	-2.17799	-2.53551	1.70224	1.28772	6.45002	-2.23466	6.35	-2.2	0	-2.72856	2.95048
6.3482	-2.31609	-2.54201	1.7728	1.28741	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.0304689
6.38665	-2.50844	-3.11878	1.83885	1.28196	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	2.69686
6.4386	-2.67186	-3.11445	1.9099	1.28245	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0297362
6.42773	-2.76467	-1.79807	1.93994	1.23177	6.46538	-2.81029	6.45	-2.8	0	-2.72732	21.5533
6.46799	-2.8581	-1.81326	2.00734	1.23097	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.311488
6.50008	-3.07948	-2.94113	2.01683	1.1648	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	27.5
6.57532	-3.22586	-2.95848	2.07986	1.16329	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	0.62751
6.58364	-3.41361	-2.75202	2.06296	1.0694	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	28.9771
6.66258	-3.54884	-2.77179	2.12122	1.06805	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	0.682927
6.67692	-3.71762	-2.55549	2.10623	0.982969	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	23.0397
6.75534	-3.84074	-2.57358	2.15964	0.981431	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	0.647207
6.77006	-3.99233	-2.32104	2.14322	0.900875	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	22.0538
6.84695	-4.10346	-2.34368	2.19183	0.898943	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	1.05418
6.85545	-4.22723	-2.01999	2.17133	0.823548	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	22.2794
6.92216	-4.3161	-2.04047	2.21251	0.82231	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0.92582
6.99256	-4.48984	-3.09378	2.20438	0.766308	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	23.4949
7.09656	-4.62094	-3.11649	2.24293	0.765065	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	1.1081
7.13146	-4.73372	-2.38183	2.23443	0.70891	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	14.7797
7.21466	-4.83292	-2.40007	2.26984	0.707783	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0.717921
7.26192	-4.9764	-2.40887	2.24937	0.637808	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	16.7958
7.35271	-5.08505	-2.43044	2.28275	0.635015	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	1.25201
7.43566	-5.26939	-3.43166	2.25559	0.566711	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	25.0567
7.55199	-5.40764	-3.44939	2.28243	0.564159	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0.990672
7.57619	-5.53038	-2.39606	2.2486	0.488605	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	27.1175
7.65596	-5.62752	-2.40802	2.2717	0.486594	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0.526199
7.73306	-5.79402	-3.01444	2.25155	0.43146	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	13.9735
7.84426	-5.9282	-3.03181	2.2739	0.429251	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0.705689
7.88013	-6.04069	-2.06998	2.25358	0.375946	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	16.6758
7.95782	-6.13483	-2.08711	2.2727	0.373672	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.729047
8.04222	-6.27454	-2.64931	2.26804	0.344058	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	6.11697
8.14142	-6.39019	-2.66111	2.28647	0.343147	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.237695
8.24449	-6.53559	-3.0153	2.28746	0.321905	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	2.95846
8.3562	-6.66329	-3.02419	2.30366	0.319969	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.34397
8.41432	-6.80686	-2.56727	2.27182	0.260101	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	13.5748
8.50672	-6.91875	-2.57696	2.28344	0.256727	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0.84286
8.55376	-7.08717	-2.63508	2.22967	0.175929	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	22.8007
8.64348	-7.20743	-2.64882	2.23564	0.171376	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	1.52131
8.69825	-7.36201	-2.8254	2.19678	0.115156	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	11.8689
8.78272	-7.47994	-2.83288	2.20107	0.113285	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.293921
8.83554	-7.63509	-2.71872	2.16408	0.0618466	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	9.43291
8.91819	-7.76201	-2.72623	2.16492	0.0587664	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0.596283
8.96298	-7.91985	-2.64766	2.12332	0.00569614	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	9.88539
9.03791	-8.04797	-2.6583	2.12031	0.00172491	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0.962279
9.08855	-8.20014	-2.66276	2.0889	-0.0352613	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	4.87044
9.16099	-8.32827	-2.66525	2.08649	-0.0358293	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.0222573
9.2276	-8.4796	-3.08081	2.07114	-0.0512928	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	2.50185
9.29776	-8.61452	-3.08133	2.06661	-0.0535255	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.277945
9.34502	-8.75962	-2.9396	2.04128	-0.0802854	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	2.79522
9.41039	-8.89316	-2.94553	2.03546	-0.0824358	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.255896
9.4384	-9.0212	-2.22219	2.00319	-0.115695	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	8.54631
9.4867	-9.13218	-2.22333	1.99538	-0.117318	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.143873
9.53016	-9.28769	-2.64741	1.96895	-0.139856	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	3.48353
9.58409	-9.42261	-2.64979	1.95981	-0.141464	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.133792
9.63255	-9.58164	-2.79891	1.93875	-0.156578	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	1.24339
9.6874	-9.72723	-2.80389	1.9294	-0.157469	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.0536772
9.73544	-9.89402	-3.10389	1.90946	-0.171101	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	2.07688
9.78403	-10.0399	-3.10362	1.8998	-0.172268	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.0661813
9.79714	-10.1692	-2.30056	1.86589	-0.201359	9.75497	-10.1932	9.75	-10.2	0	-2.72857	8.2164
9.82991	-10.2931	-2.31139	1.85171	-0.20486	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.542663
9.85564	-10.4656	-2.83152	1.82235	-0.224603	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	3.63909
9.89232	-10.6178	-2.8363	1.80884	-0.225915	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.0781692
9.89182	-10.759	-2.33699	1.76813	-0.258503	9.86786	-10.8223	9.85	-10.8	0	-2.72846	5.57693
9.9132	-10.8874	-2.34717	1.75134	-0.26134	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.34463
9.90708	-11.0543	-2.52997	1.70713	-0.294107	9.84594	-11.0973	9.85	-11.1	0	-2.72748	4.5204
9.92075	-11.1941	-2.54117	1.6878	-0.297503	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.472609
9.90827	-11.3682	-2.84009	1.64504	-0.327896	9.8926	-11.4631	9.85	-11.4	0	-2.9967	4.68733
9.91629	-11.5134	-2.85179	1.62675	-0.330056	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.239073
9.88756	-11.656	-2.28323	1.57624	-0.367583	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	7.55183
9.88001	-11.7847	-2.30641	1.55094	-0.37303	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	1.09995
9.82834	-11.9393	-2.18393	1.48767	-0.420335	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	8.77367
9.80881	-12.063	-2.21396	1.45868	-0.426531	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	1.48249
9.73293	-12.1967	-1.78354	1.37929	-0.488604	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	16.3015
9.70311	-12.2927	-1.80835	1.34655	-0.494462	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	1.33374
9.61134	-12.3915	-1.1236	1.25167	-0.568812	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	27.8323
9.57817	-12.4535	-1.17404	1.21248	-0.576664	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	2.76256
9.45624	-12.5872	-0.900639	1.09261	-0.6709	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	52.6525
9.41154	-12.6372	-0.997873	1.04392	-0.682151	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	6.87183
9.25499	-12.8204	-1.69054	0.933241	-0.758338	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	41.7906
9.17559	-12.8968	-1.7966	0.880575	-0.768478	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	5.16446
8.95672	-13.0809	-2.4917	0.749628	-0.865335	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	37.4503
8.8285	-13.1706	-2.61303	0.690651	-0.875707	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	3.84117
8.52249	-13.225	-2.87015	0.420211	-1.13042	8.43462	-13.263	8.4	-13.15	-2.72644	0	100.862
8.36491	-13.2727	-2.89558	0.351368	-1.13557	8.26001	-13.1483	8.25	-13.15	-2.72641	0	1.29794
8.15133	-13.2908	-3.56119	0.23142	-1.20916	8.10139	-13.1447	8.1	-13.15	-3.00083	0	13.7179
7.97454	-13.3112	-3.53098	0.164755	-1.21389	7.95138	-13.1593	7.95	-13.15	-3.00084	0	1.15525
7.88634	-13.3386	-2.5532	0.125738	-1.17911	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	9.29344
7.73703	-13.344	-2.58013	0.0581265	-1.18034	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.755078
7.51639	-13.3364	-3.6017	-0.0218831	-1.20029	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	10.5112
7.32048	-13.3094	-3.56428	-0.0960897	-1.2068	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	1.43543
7.22376	-13.2908	-2.52708	-0.158596	-1.19835	7.19553	-13.2012	7.2	-13.15	-2.73035	0	8.09868
7.08378	-13.2548	-2.52843	-0.228279	-1.2008	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.521368
6.92528	-13.2341	-2.54766	-0.279739	-1.18593	6.87644	-13.2105	6.85	-13.15	-3.63616	0	1.09334
6.78292	-13.1846	-2.57707	-0.345618	-1.18528	6.672	-13.1364	6.65	-13.15	-3.63617	0	0.70893
6.66585	-13.1934	-1.57671	-0.370243	-1.14159	6.53838	-13.1322	6.55	-13.15	-1.81656	0	17.7456
6.57868	-13.1571	-1.60223	-0.431778	-1.13962	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.569747
6.39308	-13.1237	-2.31107	-0.455225	-1.10102	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	12.085
6.27299	-13.0589	-2.33627	-0.515509	-1.09981	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.675312
6.06777	-12.9698	-3.30215	-0.555255	-1.08009	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	9.95937
5.91232	-12.8658	-3.31438	-0.614905	-1.07961	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.173475
5.77654	-12.8204	-2.4736	-0.634229	-1.03649	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	10.5751
5.66368	-12.7362	-2.49206	-0.688473	-1.03328	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	0.559667
5.48603	-12.6541	-2.97545	-0.701719	-0.989275	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	7.62139
5.35771	-12.5428	-2.99483	-0.753596	-0.986104	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	0.684588
5.21535	-12.4611	-2.76715	-0.773087	-0.949896	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	4.24824
5.1064	-12.3511	-2.77546	-0.824068	-0.948324	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.151095
4.9985	-12.2643	-2.70958	-0.852616	-0.92894	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	1.29641
4.90948	-12.1576	-2.71597	-0.898849	-0.928299	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.0876637
4.84804	-12.072	-2.24584	-0.946531	-0.929135	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	2.08961
4.78311	-11.9751	-2.25141	-0.99399	-0.929646	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.0861409
4.67126	-11.8271	-3.29271	-1.02768	-0.916073	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	11.0164
4.58656	-11.6786	-3.30222	-1.07382	-0.915709	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.197668
4.54719	-11.5923	-2.19642	-1.12138	-0.916938	4.53697	-11.5591	4.55	-11.55	0	1.99749	11.5867
4.50276	-11.4899	-2.19757	-1.16904	-0.918665	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.170125
4.44805	-11.2789	-3.58639	-1.24516	-0.945775	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	19.9181
4.39157	-11.0884	-3.5884	-1.29932	-0.948046	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.247553
4.40363	-10.9893	-1.87367	-1.38108	-0.981803	4.39651	-10.8822	4.45	-10.95	0	1.81807	25.4309
4.389	-10.887	-1.8754	-1.43688	-0.983831	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.243525
4.40304	-10.7226	-2.52431	-1.522	-1.0174	4.493	-10.7885	4.45	-10.7	0	2.72865	7.647
4.40088	-10.5819	-2.52937	-1.57906	-1.01857	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.10748
4.4228	-10.4215	-2.66103	-1.65242	-1.03752	4.44399	-10.3941	4.45	-10.4	0	2.72392	1.43613
4.43844	-10.2731	-2.66649	-1.70974	-1.03759	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0340155
4.47856	-10.1171	-2.71704	-1.7811	-1.054	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.923524
4.51474	-9.97036	-2.72416	-1.83986	-1.05493	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.0758056
4.58379	-9.8016	-2.84447	-1.91874	-1.07929	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	2.09143
4.64127	-9.65468	-2.84815	-1.97806	-1.07925	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.0124345
4.7239	-9.49877	-2.96774	-2.04732	-1.0911	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.574842
4.80442	-9.35795	-2.96896	-2.1081	-1.09201	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.0333217
