px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
24.0752	5.57816	2.91736	0.286977	-0.0485278	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953	0.0793472
24.1377	5.77402	3.13538	0.371919	0.00661064	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953	4.52181
26.6092	6.95441	2.52992	0.468816	0.0644926	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647	0.0833915
26.6625	6.94056	3.00909	0.436478	0.0244196	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647	1.12184
29.5811	8.09685	3.45978	0.344076	-0.0505742	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822	0.123174
29.4848	8.19745	3.10171	0.415805	0.00329709	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822	1.64471
31.9503	9.86151	2.93512	0.666443	0.160713	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358	0.490044
31.9747	9.65215	2.89697	0.562691	0.0866189	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358	3.50894
34.5997	10.7235	2.94223	0.329053	-0.116914	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617	0.881122
34.6537	10.8208	3.04168	0.357785	-0.0978506	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617	2.94599
37.1472	12.0723	2.68424	0.473946	0.0363994	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209	0.358335
37.2319	12.164	3.08279	0.491769	0.0397159	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209	1.94123
40.3204	13.4784	3.82273	0.355195	-0.0713619	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459	0.270905
40.1232	13.5716	3.06652	0.438652	-0.0145715	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459	4.90603
42.767	14.8283	2.99698	0.439474	-0.00493469	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938	0.00204501
42.7261	14.9343	3.15474	0.489479	0.0220297	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938	1.38774
45.3594	16.5479	3.22194	0.577457	0.0631729	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701	0.0331004
45.4157	16.5021	3.18922	0.551391	0.052925	45.649	16.5213	45.4265	16.3307	2.64546	1.29701	1.0295
48.1401	17.3082	2.58707	0.225742	-0.183098	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832	1.11902
48.0953	17.4412	2.76322	0.291923	-0.137138	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832	2.04714
50.6344	19.0299	3.18791	0.665599	0.180272	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454	2.00395
50.6263	18.9296	3.03712	0.62756	0.165678	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	1.16004
53.6983	19.9355	3.40592	0.210643	-0.193182	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	2.73295
53.6021	19.8739	2.8571	0.18379	-0.238518	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	1.54141
56.0406	21.0496	2.54191	0.471436	0.0861597	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	2.11515
56.0374	21.0416	2.69722	0.453271	0.0668764	55.867	20.985	55.9669	20.9874	2.56561	0.978022	0.536219
58.6519	21.8041	2.8949	0.228895	-0.111374	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205	0.638467
58.6215	21.8696	2.8676	0.265159	-0.0905367	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205	0.650454
60.8776	22.773	2.19931	0.378891	0.0332121	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	0.320416
60.9245	22.752	2.65219	0.350711	0.0111492	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	1.37794
63.3786	23.4166	2.61827	0.237152	-0.0646004	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	0.11164
63.4165	23.4943	2.56859	0.262943	-0.0547863	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	2.59609
66.3362	24.0033	3.52066	0.106291	-0.115843	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	0.115723
66.1313	23.9507	2.48086	0.0591991	-0.202585	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	5.34309
68.2642	24.3343	2.06107	0.141454	-0.0328284	68.262	24.3582	68.4273	24.4824	2.30293	0.385623	0.593431
68.3946	24.4104	2.52806	0.184119	0.0027661	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623	2.77139
70.8275	24.8829	2.63602	0.204619	0.0132816	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395	0.00272778
70.7755	24.812	2.30294	0.163681	-0.0209408	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395	0.984418
72.8897	24.7334	2.00017	-0.0845578	-0.155754	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	0.365614
72.9423	24.8217	2.24851	-0.0265809	-0.108921	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	1.46124
75.0013	25.2276	2.12154	0.221688	0.100071	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	0.908447
74.9898	25.2033	2.06777	0.20677	0.0906912	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626	0.11398
77.1134	24.9729	2.08937	-0.182805	-0.188913	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	1.5408
77.0791	25.0344	1.88288	-0.171059	-0.209584	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	1.5763
79.1008	24.9981	2.38704	-0.0195182	-0.00142716	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	1.02443
79.0304	24.9754	1.99502	-0.081207	-0.0689779	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	1.29514
80.8072	24.8614	1.77097	-0.0671347	-0.02174	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	0.0475485
80.8296	24.8488	1.66751	-0.0935644	-0.0556103	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	1.39066
82.6204	24.6369	2.09131	-0.127903	-0.0434857	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	0.0119539
82.5259	24.6581	1.69495	-0.16409	-0.10285	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	1.34376
84.1697	24.5307	1.81613	-0.074579	0.00381525	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	0.254048
84.1608	24.4772	1.69865	-0.130534	-0.0411025	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	0.804918
85.6419	23.8354	1.49369	-0.450651	-0.196385	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	0.503312
85.7258	23.8196	1.70881	-0.439558	-0.177594	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	1.13949
86.9316	23.4961	1.04105	-0.319398	-0.0115237	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	0.687469
87.0738	23.4906	1.33524	-0.276713	0.0141945	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	4.23814
88.825	22.8036	2.48618	-0.40434	-0.0642466	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514	0.194304
88.6556	22.7974	1.92072	-0.584033	-0.257699	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	3.40433
89.486	22.2865	0.338055	-0.633698	-0.144487	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	0.487865
89.6606	22.2888	1.08569	-0.550474	-0.0875957	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	4.18946
90.5147	21.6701	1.12213	-0.657013	-0.0981978	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	0.00269983
90.6105	21.7557	1.33541	-0.481748	0.0305473	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	3.07715
91.7181	21.1159	1.35445	-0.457192	0.0274907	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	0.00024926
91.733	21.1921	1.18431	-0.445863	0.00324832	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	3.0426
92.8431	20.9196	1.30341	-0.176615	0.145339	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0.534081
92.8539	20.9452	1.06631	-0.204639	0.103884	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	3.31891
93.4832	20.286	0.369277	-0.672688	-0.192055	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	1.98128
93.6529	20.3464	1.05666	-0.501257	-0.0611498	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	3.68191
95.3055	19.6342	2.71256	-0.31694	0.0626413	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	0.462173
94.9815	19.6516	1.57254	-0.680021	-0.259927	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	11.6208
95.5937	20.2331	-0.264119	-0.130321	0.133229	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	7.7639
95.6936	19.5674	0.907952	-0.471438	-0.0615111	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	2.10211
96.2689	19.1677	0.577943	-0.596796	-0.0948659	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	0.0329763
96.3865	19.1027	1.02552	-0.594274	-0.0741063	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	2.18018
97.5059	18.6957	1.55424	-0.25602	0.122815	97.5286	18.727	97.45	18.506	0.868716	-0.503009	0.733305
97.4335	18.6061	1.21351	-0.462605	-0.0164736	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	3.77856
98.2042	18.3587	0.614678	-0.307497	0.0674677	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	0.163096
98.2697	18.3152	0.839268	-0.306941	0.0729619	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.856573
99.0677	17.4576	1.15006	-0.96796	-0.297593	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	3.23074
99.124	17.4873	1.42488	-0.714138	-0.0619309	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	2.09204
100.02	16.875	1.27134	-0.578199	0.0308816	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	0.746144
100.083	16.9002	1.27409	-0.534414	0.0523276	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.70075
101.194	16.5207	1.37041	-0.264697	0.160163	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0.258975
101.151	16.5066	1.06507	-0.311196	0.12689	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.406006
102.377	16.3724	1.57704	0.0643255	0.253055	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.342985
102.244	16.2859	1.09285	-0.104392	0.15785	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	4.27264
103.014	15.4418	0.624417	-0.831008	-0.272111	103.003	15.353	103.119	15.4967	1.11708	-0.508169	3.65021
103.11	15.4457	1.38962	-0.641078	-0.0727454	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	6.66458
104.088	15.234	0.808227	-0.265237	0.156001	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	1.12985
104.118	15.1295	1.25323	-0.309209	0.138657	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	3.09041
105.547	14.4662	1.96313	-0.412662	0.0109517	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	0.346154
105.452	14.3752	1.65333	-0.583608	-0.121738	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	2.77039
106.807	14.0112	1.39521	-0.269659	0.107451	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	1.25281
106.78	14.0403	1.47192	-0.24365	0.133296	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.96343
108.086	13.6696	1.36414	-0.199256	0.0843591	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.0500982
108.13	13.6743	1.56012	-0.167936	0.114108	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.221836
109.534	13.5662	1.43877	0.00084113	0.143371	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.0178608
109.522	13.5005	1.48233	-0.0483706	0.119416	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	1.56437
111.066	12.6517	1.70173	-0.633851	-0.260538	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	2.86901
111.171	12.7206	2.04575	-0.523983	-0.165633	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	2.17609
112.887	12.4434	1.65961	-0.170038	0.119203	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	2.01921
112.908	12.4932	1.805	-0.127527	0.146947	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	1.38414
114.799	12.5381	2.15392	0.149895	0.221284	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0.115787
114.766	12.5084	1.88602	0.12192	0.204693	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	1.00197
116.681	12.1483	1.95779	-0.205157	-0.0890305	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	1.64805
116.744	12.1474	2.21254	-0.190078	-0.0678133	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.523293
118.949	11.9845	2.44846	-0.0480675	0.050485	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	0.280477
118.897	12.0453	2.19693	-0.0213185	0.0611425	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	1.47669
120.696	12.2808	1.63004	0.176896	0.139973	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0.132452
120.806	12.2696	2.14078	0.16789	0.131933	120.934	12.1905	120.743	12.3289	2.21139	0.128528	1.36909
123.565	12.8314	3.67781	0.270768	0.115195	123.568	12.8297	122.95	12.5114	2.29835	0.246599	0.11827
123.342	12.8199	2.55256	0.318331	0.188751	123.142	12.7694	122.95	12.5114	2.29835	0.246599	5.85342
124.889	12.8007	0.648823	0.116119	-0.0333209	124.894	12.7743	125.242	12.8125	2.37624	0.369827	1.08988
125.208	12.9086	2.42603	0.173824	0.0141383	125.376	12.9964	125.242	12.8125	2.37624	0.369827	13.6961
127.851	13.3296	3.12516	0.154125	-0.00565156	127.853	13.3273	127.609	13.2365	2.44434	0.495787	0.0309024
127.735	13.2974	2.6199	0.152576	-0.000532787	127.506	13.153	127.609	13.2365	2.44434	0.495787	1.7966
129.949	13.6946	2.11061	0.177974	0.0144869	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.0167568
130.044	13.7102	2.41944	0.177142	0.0122072	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.46958
132.096	14.4903	2.09004	0.404863	0.138359	132.092	14.507	132.53	14.458	2.55028	0.74543	0.311473
132.225	14.4744	2.67903	0.361044	0.0895885	132.447	14.3423	132.53	14.458	2.55028	0.74543	2.0662
135.065	15.0665	3.33274	0.156149	-0.0813119	135.074	15.0475	135.066	15.2513	2.58865	0.863795	0.587404
134.982	14.9908	2.69342	0.129982	-0.0935781	135.127	14.6575	135.066	15.2513	2.58865	0.863795	2.78503
137.565	16.1792	2.8748	0.525662	0.195211	137.561	16.2147	137.639	16.1592	2.61821	0.974442	1.57752
137.613	16.2112	3.14354	0.515433	0.168313	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.882115
140.318	17.0323	2.71347	0.289269	-0.0657739	140.331	17.008	140.242	17.1733	2.63994	1.07503	1.15963
140.345	17.0982	2.92764	0.304876	-0.0602745	140.305	17.5379	140.242	17.1733	2.63994	1.07503	1.40344
142.89	17.9871	2.67365	0.31563	-0.0174149	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.0386113
142.881	18.0055	2.88681	0.311413	-0.0335002	142.626	18.1458	142.868	18.2829	2.65497	1.16346	1.09607
145.396	19.1504	2.77695	0.44217	0.0644242	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.189586
145.494	19.1797	3.06643	0.43284	0.0501885	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.77587
148.249	20.4775	3.27384	0.446152	0.0281537	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.0120012
148.193	20.5155	3.01592	0.493879	0.0802889	148.146	20.9376	148.163	20.7364	2.66951	1.29702	1.38502
150.687	22.1121	3.11197	0.606895	0.0999716	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.00829678
150.71	22.0864	3.26172	0.564814	0.0466033	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.671318
153.416	23.5007	3.12874	0.456035	-0.0469589	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.198002
153.398	23.4407	2.97466	0.448705	-0.0423391	153.466	22.9115	153.491	23.3999	2.66999	1.3647	1.53608
156.048	24.8049	3.16896	0.456358	-0.0119519	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.0206307
155.995	24.822	2.88716	0.502332	0.0426638	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.775363
158.896	26.0434	3.65056	0.349796	-0.0745686	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.322533
158.838	26.0347	3.20501	0.388022	-0.0206945	159.014	26.1903	158.827	26.1372	2.66127	1.36157	1.66379
161.416	27.4178	2.82182	0.500827	0.0590945	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.132405
161.448	27.4573	2.91809	0.510171	0.0635101	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.914465
163.625	28.7699	2.39344	0.555638	0.0526736	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0.0152641
163.789	28.8404	2.97061	0.519665	0.00234237	164.116	29.315	164.155	28.8064	2.64354	1.28825	4.36787
166.82	30.2155	3.9398	0.363076	-0.0926002	166.828	30.2062	166.809	30.0721	2.63006	1.22694	0.234767
166.662	30.1339	3.03403	0.421989	-0.00273161	166.748	29.7121	166.809	30.0721	2.63006	1.22694	4.79882
169.099	31.3689	2.646	0.467205	0.0259978	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0.0240419
169.163	31.3271	2.8788	0.426259	-0.0119088	169.345	30.7063	169.452	31.2706	2.61238	1.15075	2.0128
172.169	32.3501	3.71097	0.262038	-0.103109	172.175	32.3404	172.079	32.3873	2.58945	1.06126	0.203542
172.054	32.3397	2.97016	0.296921	-0.0641238	172.135	32.6666	172.079	32.3873	2.58945	1.06126	3.22163
174.647	33.4509	2.83735	0.411324	0.0419875	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0.216799
174.617	33.4814	2.7443	0.43212	0.0573672	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.85536
177.024	34.2158	2.51026	0.27303	-0.0714177	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0.330452
177.052	34.1936	2.55035	0.257251	-0.0808829	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.620752
180.144	35.1333	4.08528	0.288645	-0.0147197	180.145	35.1423	179.799	35.1289	2.47883	0.732949	0.195648
179.883	35.1293	2.71335	0.372298	0.0765458	179.543	35.4767	179.799	35.1289	2.47883	0.732949	8.73509
182.592	35.7693	3.05397	0.198052	-0.0695312	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.417431
182.455	35.7727	2.51988	0.216464	-0.060545	182.047	36.2626	182.292	35.8114	2.42515	0.611338	3.31812
184.735	36.5035	2.45265	0.314816	0.0327126	184.732	36.5155	184.73	36.37	2.36226	0.487877	0.167387
184.721	36.479	2.26945	0.310392	0.0353786	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.554623
186.942	36.953	2.46691	0.184336	-0.0579511	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.173733
186.991	36.9559	2.46473	0.174646	-0.0644951	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.15799
189.465	37.4018	2.78557	0.156345	-0.0380884	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.0180439
189.441	37.3672	2.31301	0.142604	-0.047966	189.738	36.951	189.401	37.1147	2.20928	0.245623	2.09463
191.734	37.5662	2.49185	0.053672	-0.0715647	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.0121696
191.681	37.5283	2.19592	0.0315785	-0.0909714	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.925983
193.472	37.2879	1.57741	-0.170067	-0.154074	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0.0959059
193.559	37.3134	2.06365	-0.140089	-0.114162	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	1.10379
195.985	37.3718	2.97438	0.0768961	0.073245	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	0.738781
195.749	37.3715	1.96357	0.0473817	0.0345135	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	5.75566
197.725	37.7154	2.22997	0.235377	0.120683	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.148337
197.654	37.6855	1.93759	0.220753	0.113546	197.582	37.303	197.683	37.2395	1.81869	-0.159495	1.00635
199.286	37.3305	1.27224	-0.204009	-0.185322	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	1.74037
199.349	37.3562	1.67583	-0.164715	-0.14233	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.692541
201.545	36.9878	2.96532	-0.208159	-0.0872529	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	0.143639
201.29	36.9537	2.01091	-0.373267	-0.27579	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	7.37201
202.954	36.4357	1.76839	-0.380107	-0.129234	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.466443
202.891	36.4767	1.54767	-0.385295	-0.145517	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	2.10217
203.983	36.1744	0.937266	-0.316313	-0.0256367	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	0.338965
204.08	36.1605	1.51926	-0.249219	0.0462596	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	2.94717
